"","subject","item","response","rt","ambiguity","group","filled_gap","group_G","filled_gap_G","ambiguity_G"
"398","Native 3",1,1,2090,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"416","Native 3",23,0,6209,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"419","Native 3",2,1,6286,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"423","Native 3",24,1,2442,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"433","Native 3",3,1,5202,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"440","Native 3",9,1,3036,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"444","Native 3",16,1,4303,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"452","Native 3",8,1,8095,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"459","Native 3",20,0,2795,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"463","Native 3",5,1,5365,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"467","Native 3",15,0,3680,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"474","Native 3",4,1,2407,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"485","Native 3",19,0,2211,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"489","Native 3",7,0,4768,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"493","Native 3",22,1,1633,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"496","Native 3",17,1,1418,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"506","Native 3",10,1,3133,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"512","Native 3",21,0,14076,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"515","Native 3",12,1,2051,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"522","Native 3",18,0,3490,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"555","Native 4",17,0,1437,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"566","Native 4",20,1,2275,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"569","Native 4",24,0,1499,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"582","Native 4",19,0,1145,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"588","Native 4",12,0,1759,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"592","Native 4",2,1,1696,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"610","Native 4",13,0,1423,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"617","Native 4",1,0,1413,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"621","Native 4",5,1,1435,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"625","Native 4",3,0,2176,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"635","Native 4",8,1,2291,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"642","Native 4",6,1,1343,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"648","Native 4",22,0,1518,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"659","Native 4",14,0,1213,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"666","Native 4",15,1,2305,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"677","Native 4",18,0,1635,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"681","Native 4",16,0,1869,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"685","Native 4",9,1,2552,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"691","Native 4",10,1,1237,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"698","Native 4",11,0,1632,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"704","Native 4",23,0,1052,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"711","Native 4",7,0,1497,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"715","Native 4",4,0,1567,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"718","Native 4",21,0,1157,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"735","Native 5",1,1,3963,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"740","Native 5",24,0,2421,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"743","Native 5",15,0,1540,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"753","Native 5",17,0,2373,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"761","Native 5",6,1,3783,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"768","Native 5",4,1,3219,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"775","Native 5",7,1,1479,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"784","Native 5",8,1,1518,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"787","Native 5",9,1,2462,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"794","Native 5",5,1,1739,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"801","Native 5",11,1,1617,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"804","Native 5",23,0,2801,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"812","Native 5",22,0,2199,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"816","Native 5",3,0,4022,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"831","Native 5",21,0,1830,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"839","Native 5",14,0,1296,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"849","Native 5",16,0,1661,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"856","Native 5",10,1,1947,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"860","Native 5",18,1,1527,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"867","Native 5",20,0,3016,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"870","Native 5",19,0,1838,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"881","Native 5",13,0,1664,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"891","Native 5",12,1,2466,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"894","Native 5",2,0,4644,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"923","Native 6",24,1,1230,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"926","Native 6",9,1,3681,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"929","Native 6",15,0,2846,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"935","Native 6",12,1,2341,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"938","Native 6",13,0,1794,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"952","Native 6",2,1,1665,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"959","Native 6",4,1,1648,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"966","Native 6",14,0,7162,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"977","Native 6",1,1,1085,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"981","Native 6",18,0,1361,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"988","Native 6",17,0,1259,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"995","Native 6",19,0,2283,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1005","Native 6",7,1,1991,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1009","Native 6",10,1,4177,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1013","Native 6",21,0,1322,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1026","Native 6",6,1,2515,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1036","Native 6",3,1,2190,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1039","Native 6",16,0,3171,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1043","Native 6",5,1,3850,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1046","Native 6",8,1,1739,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1057","Native 6",22,1,2774,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1060","Native 6",11,1,1881,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1064","Native 6",20,1,1704,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1072","Native 6",23,0,3795,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1103","Native 7",5,0,2848,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1109","Native 7",11,1,1692,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1122","Native 7",21,0,3388,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1126","Native 7",3,1,2106,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1129","Native 7",16,1,6886,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1135","Native 7",17,0,2362,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1141","Native 7",7,1,3028,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1153","Native 7",13,0,1579,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1161","Native 7",20,1,1639,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1168","Native 7",14,0,1477,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1176","Native 7",6,1,2628,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1183","Native 7",9,1,8175,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1190","Native 7",10,1,1862,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1194","Native 7",22,1,2243,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1198","Native 7",24,1,2552,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1201","Native 7",1,0,3009,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1210","Native 7",23,0,2854,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1217","Native 7",8,1,3165,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1227","Native 7",15,1,2865,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1235","Native 7",18,1,2089,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1242","Native 7",4,1,3450,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1252","Native 7",12,1,2273,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1256","Native 7",19,1,4296,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1259","Native 7",2,1,2161,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1276","Native 8",5,1,4365,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1283","Native 8",8,1,2248,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1288","Native 8",22,0,2289,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1297","Native 8",9,0,2172,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1304","Native 8",7,1,2117,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1312","Native 8",12,1,1704,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1323","Native 8",11,0,1729,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1326","Native 8",14,0,1449,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1330","Native 8",13,0,1958,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1336","Native 8",4,1,2233,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1339","Native 8",15,1,4640,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1346","Native 8",6,1,1800,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1360","Native 8",17,1,3170,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1367","Native 8",19,0,2547,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1374","Native 8",21,0,2742,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1378","Native 8",10,1,4595,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1386","Native 8",23,0,5719,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1395","Native 8",20,1,4066,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1399","Native 8",16,0,1675,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1406","Native 8",24,1,1534,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1416","Native 8",2,1,3615,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1420","Native 8",1,1,2009,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1427","Native 8",18,0,3483,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1431","Native 8",3,0,4346,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1464","Native 9",20,0,1601,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1473","Native 9",4,1,1185,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1479","Native 9",3,1,1377,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1486","Native 9",16,1,1481,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1492","Native 9",2,1,1331,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1495","Native 9",15,0,1144,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1503","Native 9",19,0,1189,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1506","Native 9",10,1,1775,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1513","Native 9",13,0,1045,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1523","Native 9",5,0,1433,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1526","Native 9",1,1,1253,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1536","Native 9",14,1,1488,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1544","Native 9",17,0,1214,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1547","Native 9",8,0,1652,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1555","Native 9",22,1,2462,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1558","Native 9",24,1,1380,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1565","Native 9",23,1,1118,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1575","Native 9",11,1,1328,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1578","Native 9",9,1,1816,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1582","Native 9",21,1,1237,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1586","Native 9",6,1,1972,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1594","Native 9",18,1,1721,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1601","Native 9",12,1,1305,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1619","Native 9",7,1,1428,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1641","Native 10",12,0,1833,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1652","Native 10",8,0,1915,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1659","Native 10",5,0,1966,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1667","Native 10",11,0,4053,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1673","Native 10",9,0,3013,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1676","Native 10",18,0,2703,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1679","Native 10",3,0,3292,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1686","Native 10",13,0,1717,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1689","Native 10",21,0,1199,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1692","Native 10",2,0,3804,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1702","Native 10",6,0,1203,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1714","Native 10",4,0,1615,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1722","Native 10",1,0,2340,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1738","Native 10",10,0,1813,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1744","Native 10",15,0,1448,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1752","Native 10",20,1,1275,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1756","Native 10",17,0,1298,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1759","Native 10",24,0,1482,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1767","Native 10",22,0,1491,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1774","Native 10",7,0,1957,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1777","Native 10",19,0,2244,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1785","Native 10",23,0,3138,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1789","Native 10",14,0,3362,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1792","Native 10",16,1,685,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1819","Native 11",19,0,2521,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1825","Native 11",8,1,1524,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1831","Native 11",12,1,3301,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1834","Native 11",1,0,3306,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1842","Native 11",18,1,1905,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1845","Native 11",24,1,2829,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1853","Native 11",3,0,2910,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1864","Native 11",22,1,4160,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1871","Native 11",23,1,3855,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1889","Native 11",2,0,2741,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1896","Native 11",16,1,2655,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1908","Native 11",11,1,2463,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1911","Native 11",20,1,3492,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1919","Native 11",21,0,2565,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1922","Native 11",15,0,1594,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1930","Native 11",4,0,2148,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1934","Native 11",13,0,1005,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1940","Native 11",10,1,2274,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1943","Native 11",5,1,3156,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1953","Native 11",17,1,2521,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
"1960","Native 11",7,1,2638,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"1964","Native 11",6,1,3524,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"1970","Native 11",14,0,2973,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"1974","Native 11",9,0,5024,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"2001","Native 12",17,0,2260,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"2008","Native 12",6,1,2126,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"2014","Native 12",3,0,2100,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"2020","Native 12",15,0,1517,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"2023","Native 12",7,0,2181,-0.5,-0.5,0.5,"Native","Filled-Gap","Unambiguous"
"2030","Native 12",2,0,4774,0.5,-0.5,0.5,"Native","Filled-Gap","Ambiguous"
"2042","Native 12",23,1,1902,-0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Unambiguous"
"2046","Native 12",20,0,2629,0.5,-0.5,-0.5,"Native","Non-Filled-Gap","Ambiguous"
